事件名,严格断言数,全部断言数,受控角色数,省域数,观测起,观测止,状态
反对杨森斗争,0,2,2,0,,,strict_backbone
东进队,0,3,0,0,,,context_only
扑城运动,1,2,2,1,1928-02-01,1928-02-29,strict_backbone
马家山围战,0,2,2,0,,,strict_backbone
三县青年联谊会,0,3,0,0,,,context_only
镇压叛徒特务,0,2,2,0,,,strict_backbone
抗日兄弟团,0,3,0,0,,,context_only
百石、金鸡战斗,0,3,0,0,,,context_only
厉行洗党,0,3,0,0,,,context_only
反帝大同盟涡蒙分会,3,8,5,0,,,strict_backbone
李成忠宅伏击战,0,3,2,0,,,strict_backbone
四年遂师学潮,0,3,0,0,,,context_only
贵州游击大队四队,0,6,1,3,,,strict_backbone
地下党斗争,0,4,4,2,,,strict_backbone
便衣队突袭匪穴,0,2,1,0,,,strict_backbone
赣州总工会委员长陈赞贤被杀事件,0,2,0,0,,,context_only
南昌起义关联事件,0,2,2,0,,,strict_backbone
万安乡起义,0,2,0,0,,,context_only
溧阳青年服务团,0,5,0,0,,,context_only
龙潭河战斗,0,7,3,1,,,strict_backbone
坚持清乡区斗争方针,0,3,1,0,,,strict_backbone
行军胜利到达渝江,0,3,0,0,,,context_only
保护旧州城及军火库,0,3,0,0,,,context_only
川陕省广元县第一次党团代表大会,0,3,1,0,,,strict_backbone
活捉土匪副司令,0,5,0,0,,,context_only
屠杀商贩手工业者,0,4,1,0,,,strict_backbone
毫县担架队,2,4,3,0,,,strict_backbone
官山战斗,0,1,1,0,,,strict_backbone
棋盘山紧急会议,0,3,0,0,,,context_only
平浏修铜武5县与红五军党组织联席会议,0,3,2,0,,,strict_backbone
南华贸易公司帐册转移,0,2,2,0,,,strict_backbone
农民运动,13,176,93,5,,,strict_backbone
张国维发展学生入党与牺牲于渣滓洞,0,5,0,0,,,context_only
追捕匪首陈瑞桢,0,2,0,0,,,context_only
击毙匪首马元祥,0,3,1,0,,,strict_backbone
坚贞不屈、献身解放事业,0,1,0,0,,,context_only
淇滩场战斗,0,2,2,0,,,strict_backbone
中共金川省委第一次全省党代表大会,0,3,0,0,,,context_only
武工队开展反霸斗争,0,2,2,0,,,strict_backbone
三·三一之役,0,3,1,0,,,strict_backbone
华蓥山武装起义,10,117,71,1,,,strict_backbone
德安解放,0,2,2,0,,,strict_backbone
沙基惨案,0,18,5,0,,,strict_backbone
夜歼高河埠守敌,0,6,4,0,,,strict_backbone
发枪支/宣传反帝反封建纲领,0,1,0,0,,,context_only
农讲所教学与训练,0,3,0,0,,,context_only
石鼓长征第一湾,0,3,0,0,,,context_only
送郎参军活动,0,3,0,0,,,context_only
学生运动,12,203,76,3,,,strict_backbone
解放金沙战斗,1,6,4,0,,,strict_backbone
起义通电,0,7,2,1,,,strict_backbone
北伐运动,2,8,4,0,,,strict_backbone
游击小组工作,0,5,1,1,,,strict_backbone
红军战争,0,5,1,0,,,strict_backbone
反丁战斗小组,0,4,2,0,,,strict_backbone
强渡赣江,0,3,0,0,,,context_only
鄂西特委第一次扩大会议,2,4,4,0,,,strict_backbone
清匪反霸,5,53,14,1,,,strict_backbone
赵小白部,0,10,0,0,,,context_only
'七·一八'大屠杀,1,5,3,1,,,strict_backbone
陕南战役,2,3,2,0,,,strict_backbone
独立挺身斗争,0,1,0,0,,,context_only
灌县城关建筑工人反对成立黄色工会斗争,0,2,2,0,,,strict_backbone
分粮活动,1,3,2,0,,,strict_backbone
五·二、五·二〇惨案,0,0,0,0,,,isolated
奔袭压缩匪部,0,1,0,0,,,context_only
东交民巷英日帝国主义会议,0,3,1,0,,,strict_backbone
路南护乡大队,1,1,1,0,,,strict_backbone
棋盘山会议,3,11,7,2,,,strict_backbone
巧家蒙站游击大队,0,1,0,0,,,context_only
陆良龙海山游击大队,0,3,0,0,,,context_only
苏北人民抗日干部训练班,0,6,0,0,,,context_only
平江惨案后撤退隐蔽,0,5,1,0,,,strict_backbone
大后方文化工作,0,1,1,0,,,strict_backbone
溧水反顽战斗,0,6,1,0,,,strict_backbone
邓川游击大队,0,28,3,1,,,strict_backbone
皖东北地区党军负资负责同志会议,0,1,1,0,,,strict_backbone
张庄寨暴动,0,3,3,0,,,strict_backbone
常恩多部,0,3,0,0,,,context_only
剿匪镇乱行动,1,3,1,0,,,strict_backbone
攻克榕江,1,8,1,0,,,strict_backbone
南京抗日救亡运动,1,2,2,0,,,strict_backbone
土改和镇压反革命运动,0,5,2,0,1949-01-01,1949-12-31,strict_backbone
黄麓庙战斗,0,2,0,0,,,context_only
反蒋武装斗争基地,0,1,0,0,,,context_only
监视掩护,0,1,0,0,,,context_only
出击/调动敌人,0,1,0,0,,,context_only
参加省妇女代表大会,0,2,2,0,,,strict_backbone
藜山遇难八烈士事件,0,5,1,0,,,strict_backbone
合围土匪战斗,0,5,3,0,,,strict_backbone
澜沧人民武装起义,0,3,0,0,,,context_only
抗捐同盟,0,2,2,0,,,strict_backbone
丹寨县剿匪斗争,0,15,0,0,,,context_only
三河坝战役,3,5,5,0,,,strict_backbone
阶级解放/民族平等,0,0,0,0,,,isolated
《回顾金沙解放专辑》,0,1,0,0,,,context_only
12·1民主运动,0,2,0,0,,,context_only
中枢小学党小组,0,3,0,0,,,context_only
清产委员会斗争,0,4,2,0,,,strict_backbone
四一二大屠杀,0,15,6,1,,,strict_backbone
抗租抗捐运动,1,1,1,0,,,strict_backbone
北江农暴,0,3,0,0,,,context_only
南线作战计划,0,8,0,0,,,context_only
第一次进军皖浙赣,0,3,0,0,,,context_only
泸西龙甸坡战斗,0,3,0,0,,,context_only
文山县城解放,0,4,4,0,,,strict_backbone
湘赣边界红军和根据地的革命斗争,0,2,0,0,,,context_only
宿蒙县司法科,0,8,0,0,,,context_only
抗日救亡宣讲,2,2,2,0,,,strict_backbone
七里坪之战,0,3,1,2,,,strict_backbone
反胡风运动,0,3,1,0,,,strict_backbone
临北地区建党工作,0,5,2,0,,,strict_backbone
观峰乡中队,0,1,0,0,,,context_only
峨山县农村群众工作,0,3,1,0,,,strict_backbone
湖北省农民代表大会,0,8,3,1,,,strict_backbone
阻击敌军作战,0,8,0,0,,,context_only
三二三反革命事件,1,3,1,0,,,strict_backbone
分界战斗,0,4,0,0,,,context_only
敌特分子清剿行动,0,4,0,0,,,context_only
三勤指示,0,3,0,0,,,context_only
攻克大坝场冉家祠堂,0,3,0,0,,,context_only
秦岭战役,1,2,2,0,,,strict_backbone
高杨战役,0,6,1,1,,,strict_backbone
高大坪小学创建活动,0,5,3,0,,,strict_backbone
解放排调,0,5,2,1,,,strict_backbone
秘密武装斗争,0,1,1,0,,,strict_backbone
节约备荒,0,1,0,0,,,context_only
民团联合斗争,0,6,2,1,,,strict_backbone
应城汉川农运失败,0,3,0,0,,,context_only
川滇地区联络活动,1,7,5,0,,,strict_backbone
枫香溪扩大会议,0,2,2,0,,,strict_backbone
赤色贸易路线,1,8,2,0,,,strict_backbone
上海文化界救命运动,0,1,0,0,,,context_only
第二次学生运动,0,10,0,0,,,context_only
全国工商联第二届代表大会,0,5,3,1,,,strict_backbone
上海学生示威,0,3,0,0,,,context_only
国民党反动派侵犯苏北解放区,0,1,0,0,,,context_only
奔袭广顺、长寨剿匪,0,1,1,0,,,strict_backbone
罢课学潮,0,3,2,0,,,strict_backbone
学生自治会改造,0,3,0,0,,,context_only
雁北读书会,0,1,0,0,,,context_only
田心岩渡河事件,1,5,2,0,1936-01-01,1936-12-31,strict_backbone
赤潮社,0,9,0,0,,,context_only
水南战斗,3,5,5,0,,,strict_backbone
镇反运动,1,59,18,3,,,strict_backbone
广安代市起义,1,9,4,1,,,strict_backbone
谈判/俘虏释放交涉,0,1,0,0,,,context_only
抗战时期教育电影活动,0,3,0,0,,,context_only
民众歌咏会,0,3,0,0,,,context_only
津浦工支,0,2,2,0,,,strict_backbone
《参加一九四九年三月三日郎岱革命武装暴动纪念书》,0,1,0,0,,,context_only
自首自新,0,3,0,0,,,context_only
襄西解放与渡江作战,0,2,2,0,,,strict_backbone
满载超轴五百公里运动,0,1,0,0,,,context_only
江浦刀会,0,2,2,0,,,strict_backbone
武汉休整,0,3,1,0,,,strict_backbone
预审营救行动,0,4,2,0,,,strict_backbone
罢教事件,0,5,1,1,,,strict_backbone
工人抗敌宣传团,0,7,2,1,,,strict_backbone
滇东北地委第二次全会,0,1,0,0,,,context_only
中共地下党斗争,0,2,2,1,,,strict_backbone
解放委员会成立,0,6,0,0,,,context_only
青神特支,0,2,2,0,,,strict_backbone
布告风波,0,8,0,0,,,context_only
武装抗暴/击毙伪军,0,2,0,0,,,context_only
镇远清匪行动,0,6,2,1,,,strict_backbone
抗日民主政权建设,0,1,1,0,,,strict_backbone
武汉城防工事侦察行动,0,2,2,0,,,strict_backbone
共军近况及布防观察,0,5,0,0,,,context_only
争取食米食盐补贴斗争,0,1,1,0,,,strict_backbone
清查户口行动,0,1,0,0,,,context_only
领导掌握形势,0,1,0,0,,,context_only
分水岭战斗,0,2,0,0,,,context_only
金圆券兑换统计与经验教训,0,3,0,0,,,context_only
火烧桥战斗,0,7,5,0,,,strict_backbone
稳定物价斗争,0,1,1,0,,,strict_backbone
皖赣边转战,0,2,2,0,,,strict_backbone
屏边战役,0,3,1,0,,,strict_backbone
广昌战斗,3,4,3,0,,,strict_backbone
湖北秋收暴动办法,0,3,0,0,,,context_only
五月剧艺社,0,10,2,0,,,strict_backbone
红二、六军团第二次长征,0,1,0,0,,,context_only
进入大草地行军,0,3,0,0,,,context_only
1927年宜兴秋收起义,0,1,0,0,,,context_only
涟水整风运动,0,3,1,1,,,strict_backbone
架官战斗,0,3,1,1,,,strict_backbone
军民合作英勇斗争,0,3,0,0,,,context_only
二、一九事件,0,2,0,0,,,context_only
农民换工队,0,4,2,0,,,strict_backbone
清山剿匪行动,0,5,3,1,,,strict_backbone
驱张斗争,1,9,7,1,1927-01-01,1927-12-31,strict_backbone
云南武装斗争,0,3,0,0,,,context_only
苏南谈判,0,3,0,0,,,context_only
弋阳、横峰暴动,0,1,1,0,,,strict_backbone
政治交通站,0,3,0,0,,,context_only
通泰门战斗,0,4,0,0,,,context_only
贵筑县白云区土地改革运动,0,5,1,0,,,strict_backbone
十二桥烈士公祭活动,0,3,0,0,,,context_only
第二次东征,1,2,2,0,,,strict_backbone
鄂南暴动党团组织恢复问题申辩,0,6,2,0,,,strict_backbone
土地改革宣传发动,1,2,2,1,,,strict_backbone
农民抢粮割地斗争,0,3,0,0,,,context_only
沿江总队,0,2,2,0,,,strict_backbone
《北极星》文艺社团,0,3,0,0,,,context_only
五洛河战役,0,2,2,0,,,strict_backbone
土匪叛乱,1,6,2,1,,,strict_backbone
敌人“清乡”,0,3,0,0,,,context_only
华蓥山暴动,0,2,2,0,,,strict_backbone
江津县靴鞋工人罢工,0,3,0,0,,,context_only
渡河解放蚌埠,0,3,1,0,,,strict_backbone
江北县苦力工会斗争,0,2,2,0,,,strict_backbone
粉碎新八军阴谋/攻威宁县城,0,1,1,0,,,strict_backbone
护送同志,0,3,1,0,,,strict_backbone
反霸运动,0,6,1,0,,,strict_backbone
《狱卒》话剧演出,0,1,1,0,,,strict_backbone
板闸战斗,0,2,0,0,,,context_only
万人坑,0,6,6,0,,,strict_backbone
南京农民运动,0,2,2,0,1926-01-01,1926-12-31,strict_backbone
选举运动训练班,0,1,0,0,,,context_only
干部团联欢之夜,0,3,0,0,,,context_only
淮海大决战,0,3,1,0,,,strict_backbone
武汉民众驱逐吴佩孚,0,3,1,0,,,strict_backbone
殷家岭伏击战,0,2,2,0,,,strict_backbone
创办赣南农民训练班,0,3,2,0,,,strict_backbone
皖南暴动,0,5,2,0,,,strict_backbone
人生改善会,0,1,0,0,,,context_only
募乃进攻战役,0,5,5,0,,,strict_backbone
中原军大,0,2,2,0,,,strict_backbone
石港攻坚战,0,9,5,1,,,strict_backbone
中共中央政治局常委会会议,0,5,0,0,,,context_only
堰坪整顿,0,5,5,0,,,strict_backbone
慰问科甲小学,0,3,1,0,,,strict_backbone
识破转移阴谋,0,5,0,0,,,context_only
二五减租运动,2,19,13,1,,,strict_backbone
皖浙赣边区困难时期坚持斗争,0,3,3,0,,,strict_backbone
黄安战役,3,23,15,2,1931-01-01,1931-12-31,strict_backbone
1947年1月2日学生游行,0,1,0,0,,,context_only
两路口战斗,0,7,2,1,,,strict_backbone
九分区妇女运动,1,2,2,0,,,strict_backbone
罢市运动,0,1,1,0,,,strict_backbone
均县草店会议,0,1,1,0,,,strict_backbone
全民炼钢铁,0,3,0,0,,,context_only
除害行动,0,1,1,0,,,strict_backbone
重庆电力公司反特斗争,0,1,0,0,,,context_only
强渡澧水,2,8,7,0,,,strict_backbone
读书股,0,2,1,0,,,strict_backbone
十八连山区武装斗争,1,4,4,0,,,strict_backbone
炸毁九里山军火库,0,4,2,0,,,strict_backbone
十保抗粮斗争,0,23,5,0,,,strict_backbone
樟木洞暴动,0,2,2,0,,,strict_backbone
中共余姚县第一次代表大会,0,6,1,0,,,strict_backbone
强渡嘉陵江,5,18,9,0,,,strict_backbone
反对伪县长彭元槐斗争,0,4,1,1,,,strict_backbone
铁壁合围部署,0,10,4,0,,,strict_backbone
三浦战,0,3,0,0,,,context_only
抗日救亡演出,0,3,1,0,,,strict_backbone
井冈山割据,0,2,0,0,,,context_only
长沙织造工人罢工,0,3,2,0,,,strict_backbone
平取长沙命令,0,2,0,0,,,context_only
186师围剿,0,3,3,0,,,strict_backbone
湘鄂赣三省剿匪实施大纲案,0,3,0,0,,,context_only
高级社整顿,0,3,1,0,,,strict_backbone
马山战斗、反顽斗争,0,0,0,0,,,isolated
国民党荣昌临时县党部成立,0,4,2,0,,,strict_backbone
局部反攻,0,2,0,0,,,context_only
鄂豫皖边区土地革命运动,0,1,0,0,,,context_only
萍乡解放,0,6,0,0,,,context_only
红四军入闽行动,0,4,4,1,,,strict_backbone
江城整训,1,2,2,0,,,strict_backbone
掩护同志与传递进步报刊,0,6,0,0,,,context_only
护送伤员,1,3,1,0,,,strict_backbone
西双版纳傣族自治区第一届各族各界人民代表大会,0,3,0,0,,,context_only
干部训练/查处违法乱纪/土地改革,0,0,0,0,,,isolated
贵秋东中秋暴动,0,4,4,0,,,strict_backbone
中共澄锡虞三县联席会议,0,1,1,0,,,strict_backbone
汉口屠杀事件,0,5,3,0,,,strict_backbone
盛池乡会议,0,5,0,0,,,context_only
游击战争战略,0,2,0,0,,,context_only
无锡暴动,5,19,12,0,,,strict_backbone
全国海员总工会成立,0,5,0,0,,,context_only
新安小学成立,2,2,2,0,,,strict_backbone
错划成分,0,2,0,0,,,context_only
沙市解放初期财税工作,0,4,2,0,,,strict_backbone
吴家墩匪巢袭击,1,1,1,0,,,strict_backbone
抗日武装斗争,0,13,6,1,1941-04-01,1941-04-30,strict_backbone
镇反大游行,0,3,0,0,,,context_only
抗日救国义勇军,0,3,0,0,,,context_only
整党整风运动,0,2,2,0,,,strict_backbone
九江会议地点考证,0,2,0,0,,,context_only
撰写《锦江潮的使命》,0,6,0,0,,,context_only
武汉三镇总同盟政治罢工,0,5,2,0,,,strict_backbone
朝气青年社,0,2,1,0,,,strict_backbone
四军长倒唐事件,0,3,3,0,,,strict_backbone
鄂豫边区政权建设,0,3,0,0,,,context_only
工合讲习班,0,7,0,0,,,context_only
淮城户口登记,0,3,1,0,,,strict_backbone
克混地区反蒋武装斗争,3,4,4,1,1947-01-01,1947-12-31,strict_backbone
保甲长训练班,0,2,1,0,,,strict_backbone
亮岩防卫战,0,3,3,0,,,strict_backbone
土地革命时期武装暴动,0,2,2,0,,,strict_backbone
大方县解放斗争史料征集,0,3,1,0,,,strict_backbone
老河口战斗,0,3,0,0,,,context_only
兵变起义,0,3,1,0,,,strict_backbone
一敌剧社,1,8,2,0,,,strict_backbone
职工运动路线批判,0,1,0,0,,,context_only
白莲党小组,1,3,2,0,,,strict_backbone
解放休宁,1,2,2,0,,,strict_backbone
拖枪行动,0,1,1,0,,,strict_backbone
反击股匪袭击,0,1,0,0,,,context_only
搜捕行动,0,10,1,1,,,strict_backbone
《新华电讯》,1,10,2,0,,,strict_backbone
剑川‘4·2’暴动,0,6,4,0,,,strict_backbone
白石岩会议,1,3,1,0,,,strict_backbone
瓢儿井战役,0,5,3,1,,,strict_backbone
中共赣东北省第一次代表大会,0,1,0,0,,,context_only
四野战军入城八项规定,0,2,0,0,,,context_only
抗日先遣队/长征,0,0,0,0,,,isolated
伤病员转移,0,2,2,0,,,strict_backbone
抗日救亡工作,0,8,2,1,,,strict_backbone
坚持抗日,0,6,1,0,,,strict_backbone
三山战斗,0,1,0,0,,,context_only
朱家场防堵部署,0,5,1,0,,,strict_backbone
收麦斗争,0,3,0,0,,,context_only
横山地区抗日自卫武装斗争,0,2,2,0,,,strict_backbone
思想发动/三同,0,1,0,0,,,context_only
沅陵行署抗敌流动演剧队,0,2,0,0,,,context_only
武装工作团,0,4,3,0,,,strict_backbone
官田暴动,1,7,4,0,,,strict_backbone
二五减、减租斗争,0,1,0,0,,,context_only
安顺县职工联合会,0,2,0,0,,,context_only
选择渡口与隐蔽战略转移,0,4,2,0,,,strict_backbone
红四方面军进入通南巴,0,1,1,0,,,strict_backbone
赤色职工国际第四次大会,0,1,1,0,,,strict_backbone
京汉铁路‘二七’惨案,0,3,0,0,,,context_only
平武县清剿行动,0,1,0,0,,,context_only
要求入党,0,3,1,0,,,strict_backbone
神兵谈判代表,0,1,0,0,,,context_only
播中起义,0,3,3,0,,,strict_backbone
战干团/电训班,0,1,1,0,,,strict_backbone
永新暴动,0,2,0,0,,,context_only
工纠,0,3,0,0,,,context_only
黔西黄家坝战斗,0,4,4,0,,,strict_backbone
上关之战,0,3,0,0,,,context_only
手榴弹袭击,0,1,0,0,,,context_only
茅山地区斗争,0,3,1,0,,,strict_backbone
湖南反英斗争,0,2,2,0,,,strict_backbone
解放战争初期学运斗争,0,3,0,0,,,context_only
太和惨案,0,2,0,0,,,context_only
荔波县城万人大会,0,1,0,0,,,context_only
打击违法地主,0,2,0,0,,,context_only
反对李顿调查团抗议示威,0,1,1,0,,,strict_backbone
《毕节地区1949—1966党史大事记》,0,3,1,0,,,strict_backbone
乌江渡江行动,1,6,6,0,,,strict_backbone
讨逆大会,0,2,0,0,,,context_only
红三军贺龙部行动,0,4,4,0,,,strict_backbone
瘟疫防疫,0,2,0,0,,,context_only
没收土地和建立苏维埃政权,0,6,1,0,,,strict_backbone
息烽剿匪,0,3,3,0,,,strict_backbone
火烧戏台楼战斗,0,1,0,0,,,context_only
黎平会议遵义会议准备换掉博古李德,0,8,0,0,,,context_only
赤岩十八英烈,0,3,0,1,,,context_only
四一〇反革命事件,3,7,5,0,,,strict_backbone
土匪叛乱策划与暴乱部署,1,6,2,0,,,strict_backbone
农村武装割据,0,3,0,0,,,context_only
政治会议召开,0,3,0,0,,,context_only
磨香井战斗,0,3,1,1,,,strict_backbone
校场口事件,0,1,1,0,,,strict_backbone
工读互助团,0,3,1,0,,,strict_backbone
煤价调整斗争,0,3,0,0,,,context_only
美术歌咏游行,0,3,1,0,,,strict_backbone
古蔺地区武装斗争,0,2,2,0,,,strict_backbone
长征准备,0,2,0,0,,,context_only
纠正过左政策,0,1,0,0,,,context_only
二月扑城,4,17,12,0,,,strict_backbone
四平保卫战,0,2,1,0,,,strict_backbone
肃毒禁烟运动,0,5,3,0,,,strict_backbone
三大战役后城市地下斗争,0,2,2,1,,,strict_backbone
驱逐张敬尧斗争,0,3,3,0,,,strict_backbone
苏中抗日根据地创建,0,2,2,0,,,strict_backbone
二打泰安港,0,3,0,0,,,context_only
贵州省各级中共党委成立,0,3,0,0,,,context_only
八大关群众大会,0,1,0,0,,,context_only
江津解放筹备,0,1,1,0,,,strict_backbone
军事工作与党员军事化,0,3,0,0,,,context_only
神兵联合行动,0,5,1,0,,,strict_backbone
教育事业恢复发展,0,3,0,0,,,context_only
解放斗争,0,11,4,1,,,strict_backbone
武装夺枪行动,0,3,0,0,,,context_only
反围剿斗争,2,55,34,3,,,strict_backbone
张有能大队,0,1,0,0,,,context_only
解放时期自身建设,0,1,1,0,,,strict_backbone
飞夺泸定桥,2,14,7,1,,,strict_backbone
黄家坝围击战,0,5,3,1,,,strict_backbone
调出滇军,0,3,0,0,,,context_only
土地革命战争时期,0,26,0,1,,,context_only
机构沿革,0,1,0,0,,,context_only
贵州剿匪斗争攻坚战,0,2,0,0,,,context_only
南溪妇运,0,2,2,0,,,strict_backbone
维权交涉/五一游行宣传,0,2,0,0,,,context_only
全省总暴动,0,5,0,0,,,context_only
洪家地坝战斗,0,3,3,0,,,strict_backbone
滇西人民自卫军龙陵自卫大队,0,3,0,0,,,context_only
荔湾惨案,0,1,1,0,,,strict_backbone
九十三师‘在乡军人’武装,0,3,0,0,,,context_only
思想大辩论与生产劳动,0,2,0,0,,,context_only
江岸京汉南段工人俱乐部,0,3,0,0,,,context_only
营渠战役,1,18,3,0,,,strict_backbone
梅田战斗,1,2,2,0,,,strict_backbone
减租减息运动,14,296,135,4,1942-01-01,1942-12-31,strict_backbone
命名逸群军校,0,1,0,0,,,context_only
瓦钵梁子区乡政权,0,3,2,0,,,strict_backbone
反饥饿反内战反迫害斗争,0,2,1,0,,,strict_backbone
九三学习社,0,9,0,1,,,context_only
马厂前的河畔战斗,0,1,0,0,,,context_only
白汉厂战斗,0,2,0,0,,,context_only
接管文教卫生机构,0,1,0,0,,,context_only
文艺座谈会,0,6,1,0,,,strict_backbone
策动六十八团武装起义,1,3,1,0,,,strict_backbone
