主体ID,主体名,主体类型,谓词,客体ID,客体名,客体类型,省份,时间
IENT-296e310ef5f9952d91411cd5,区党委,Organization,guided,IENT-9e98c12552994c29ff908aec,坚持原地斗争,Event,,
IENT-60215d1ba76db8690f7a0572,李正鹏,Person,contacted,IENT-65a5a3bc61e81118f78eab5a,邢若钴,Person,,
IENT-8ac1ee61011092e24b48c12e,周学庸,Person,rescued,IENT-78238a0b10601953608cc9ec,秦遂隆,Person,,
IENT-7388d80e8a3550e619026361,谢觉哉,Person,met_with,IENT-8327d3a1577b179696fe5125,毛泽东,Person,,
IENT-f3f5dc5d0b777750cb81d69f,王度之,Person,dispatched,IENT-5a9f02d95e49011057ef71ad,林祥治,Person,,
IENT-7cf329a46ba4616cb3ad8c7c,秦邦宪,Person,dispatched,IENT-81b355159b0db0ccea03fe3b,红军主力,Organization,,
ITOPIC-baca6000509d8a532c33b835,向警予精神,Spirit,has_value_facet,ITOPIC-5274176527f1ab3f751ded88,奋斗终生,ValueFacet,,
IENT-d60cf8fdf109293edfbd7ae1,中共七琴区委员会,Organization,located_in,IENT-1da7ec40549c58df4b540917,七琴桥背村,Place,,
IENT-3ba62f32447a68d602e3017d,朱家璧,Person,led,IENT-750c88b7ac80c0d679efe511,龙陵县临时人民政府,Organization,,
IENT-ba674d892e8126e6dcd2601e,邱进修,Person,protected,IENTREPAIR-fcf7a9198e600a35d7c030da,陈庆惠,Person,,
IENT-73e47a4ebd52851a5af3d910,王震,Person,led,IENT-87d01f72ffd921c7ddcf7587,湘鄂赣军区,Organization,江西省/湖北省/湖南省,
IENT-9b04ff1f6265de48563e3ebc,六三运动,Event,occurred_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-1f2a5526cfb3d417d59b6b98,秦心诚,Person,active_at,IENT-f91294e9d6a8653e89e52605,毕节,Place,,
IENT-324e17dbf13e5fb5239cf0ee,黄福生,Person,active_at,IENT-a3ecc77069818d425823b5c0,湘阴,Place,,
IENT-30d0d5f960324e4198efe021,张子斋,Person,led,IENT-68902764a1c9874220e4f3ba,云南人民讨蒋自救军第一纵队,Organization,云南省,
IENT-034cb0f93503f10820fd8091,邓守一,Person,participated_in,IENT-30032e363c6b53aadc4c4588,王家沱日租界收回运动,Event,,
IENT-0cbf128b22310c9db386e88a,陈毅乔,Person,organized,IENT-724e4f52a86f6b25ec84929c,九一八剧社,Organization,,
IENT-c87a046a27df4c69ccd128b8,罗明元,Person,contacted,IENT-a1dd809db4bddbb3f634420e,陈烈,Person,,
IENT-1b72bd5726e7e21e2180bef2,吴永康,Person,participated_in,IENT-b9f0ab46c400d927a265c08c,陆良武装暴动,Event,,1930-01-01
IENT-a295a21faca7f9eb7b6fef03,彭述之,Person,opposed,IENT-5a3ed9642b1fb42d5fdbeee4,独立自主原则,Event,,1937-07-07
IENT-a0fa36cfc4f032921aff55dc,吴焕先,Person,participated_in,IENT-c444051468cab618d7be0150,黄麻起义,Event,,
IENT-d297bee1c7bd1043f3a99a23,向天培,Person,organized,IENT-84c1da0ccc8191b61994dd20,建立县委,Organization,,
IENT-23182ac44d09239f9128792d,中共攸县支部,Organization,led,IENT-051e6a88e22244e756171d77,工人运动,Event,湖南省,1924-01-01
IENT-d6c272220abc72c6f7ba3e64,蔡协民,Person,participated_in,IENT-6d8f289e9708d99f48395dac,南昌起义,Event,江西省,1927-01-01
IENT-dd371f59b9c4a39fcd76f812,恽代英,Person,participated_in,IENT-6d8f289e9708d99f48395dac,南昌起义,Event,,
IENT-060c9e8f99065757a81c6163,共产党和人民政府,Organization,led,IENTREPAIR-ebc70683c8191f4bb8d6e2de,建立人民政权,Event,,
IENT-61377340887d18ff26fcf238,戴荣科,Person,member_of,IENT-78924828b511930d17217b40,川北工委,Organization,,
IENT-d6b2369a3188cfcf27838a8f,钟纪明,Person,worked_at,IENT-268f82298051c4b5384c73e0,北碚,Place,,
IENT-41db7cd8cbb8f4c56d17772a,黄大陆,Person,guided,IENT-af03fefeca674524e091676e,贵州省工委,Organization,,
IENT-e53055aee182f0a4ed63c880,林祥谦,Person,participated_in,IENT-572ce5ee8396c3bb16ef9757,京汉铁路工人大罢工,Event,湖北省,1923-01-01
IENT-deeac5a91a5f23f438766acf,王世堉,Person,held_position_in,IENT-5cabf283271ea6f0bd90a18f,粤汉路局,Organization,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,formulated,IENT-8acdd58b473cded72d36f4a0,敦促杜聿明等投降书,Concept,,
IENT-255317e4cc5744d8e38c7c43,朱德顶,Person,organized,IENT-3b9c5c430eb378143eec180e,安福县农民协会,Organization,,
IENT-65cef246cbb0140e8a90371b,刘和珍,Person,rescued,IENT-d9533f0e319aa7c298b26738,袁玉冰,Person,,
IENT-95316c6ecfdb1af8ca22a054,中国共产党第五次全国代表大会,Event,influenced,IENT-15e7610d068f7c131b35bd68,武汉国民政府,Organization,,
IENT-29be3699a4e5523c2a153bbb,孙一心,Person,died_at,IENT-de69f556b34a587b73657348,松林坡,Place,,
IENT-2ef290f488b9c0cb18640066,刘士纯,Person,member_of,IENT-31f6bffed9d86395ac5f9852,云南人民自卫军第五支队,Organization,云南省,
IENT-b2d00ff37947e93a2bc85367,王朴,Person,member_of,IENT-d1f4fe259987021c5e3660cd,江北特支,Organization,,
IENT-af9c9c9a7f27eba0a749ad19,张修甫,Person,active_at,IENT-21006bbeeb5efce11a0aefa5,巫溪,Place,,
IENT-5d362f10512f6d07da871cd3,余炳慧,Person,contacted,IENT-e770852be565bce808b53bb5,苏树德,Person,,
IENT-bd4ca84db2827c915b4358db,邓照明,Person,reported_to,IENT-d599849516eeaa09cc3220e8,钱瑛,Person,,
IENT-1879590ad7adcb856702278f,朱理君,Person,active_at,IENT-8be4cc0a01ce957037063f44,安富镇,Place,,
IENT-eef0cd6c4ba922fb5699dbfa,潘忠汝,Person,active_at,IENT-45d555e9175dadd11d70980e,黄安七里坪,Place,,
IENT-8cc513d9a4d4023728df692d,曹荻秋,Person,imprisoned_at,IENT-5cd0b1183020d7005d975327,提篮桥西牢,Place,上海市,
IENT-9c3d653f5bc1b1d45537c987,工作队,Organization,active_at,IENT-d2e00b18264d7ba74bf77c20,兴隆区,Place,,
IENT-17b56fb6ae2657a7cc2d20c7,周祝三,Person,active_at,IENT-284bb925bc588dc657579736,江川县城(今江城镇),Place,,
IENT-5f367ca744a93f29000806a6,红军,Organization,carried_out,IENT-8cde0ae7cde5be5276f10e49,錾刻标语,Event,,
IENT-c7bd1389f818d432520bda65,红二方面军,Organization,active_at,IENT-d1f130d2c6f517f59cadd70d,黔东苏区,Place,,
IENT-2f42a352545199722082204d,肖光宇,Person,collaborated_with,IENT-d3aa693382dba2199ef3230a,黄加能,Person,,
IENT-0f128206da792b59a9ed363f,宁瑞南,Person,supported,IENT-de91ffff7fb2c97fdfbf1528,匪徒,Person,,
ITOPIC-383a6592a500b81ceb5ab3bf,周逸群精神,Spirit,has_value_facet,ITOPIC-a047912aea56ca773225c00a,国家和民族利益为重,ValueFacet,,
IENT-ceb3a9d615578d82fd9ff286,土地改革,Event,occurred_at,IENT-ea07e13ec7b15edd43fb0faf,炉山县,Place,,
IENT-2d89850f36b5e67daac0ee7c,次华,Person,participated_in,IENT-9d403b3a3156c8a71ea07760,逐吴运动,Event,,1927-01-01
IENT-a32443e37bcaee0e53fac2fe,廖学民,Person,supported,IENT-0ccb4ebfc4ea5443ba29dfc7,高朝良,Person,,
IENT-5d3812dd3a4b513ac3f00da4,李硕勋,Person,member_of,IENT-472f7a9d8488c75743b4d0a0,中共上海区委,Organization,上海市,
IENT-41cd38f648662b935a940fc3,张致中,Person,active_at,IENT-9500f35b6524e876e07c9450,云兴乡,Place,,
IENT-ad35abd6b6c938f9338a6d99,鲁迅,Person,active_at,IENT-54846e7a76a6988422b9b535,上海租界,AdministrativeRegion,,
IENT-adb5a62326b83c2a6b6d758c,胡伯生,Person,contacted,IENT-095c0438923f94cb76ce9929,官健平,Person,,
IENT-b77fe685857fb2533c6db6b0,中国共产党第一次全国代表大会,Event,occurred_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,上海市,
IENT-0638c0397c0cf415421ac28c,孙清淮,Person,influenced,IENT-84752e41ef5946f97f0c9de3,商亳鹿柘县,Place,,
IENT-ac9875ce9eb5dc0ae05df3b6,张德昌,Person,active_at,IENT-114374ca6f370ec468485511,泸西县,Place,,
IENT-2c64c38ac66f68538b01eda6,杨闇公,Person,family_of,IENT-8f4899ce83719536f11fb345,杨衡石,Person,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,led,IENT-2232d390f6bfe8b167851731,黔东特区革命委员会,Organization,,
IENT-9216ca03151ed5c8318dc76d,滇军,Organization,opposed,IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,,
IENT-28a56e1ba117db48c6172a6e,李家海,Person,killed,IENT-46900551c6f3c9baa0864b35,檀孔修,Person,,
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,dispatched,IENT-aaaf2d8f373efd1c70bda3b2,潘汉年,Person,,
IENT-cab04b70e3913fe971a5aaa2,马元熊,Person,led,IENT-ff849f03cf6c3332d8974546,组织农民武装暴动,Event,,
IENT-1ae245c99323711725c0cdb3,南京市委,Organization,organized,IENT-5a41961092cd7f2001b9d49b,红军五月行动委员会,Organization,,
IENT-9c14fbffaa9f4a3de7e10123,彭遨,Person,active_at,IENT-3b7d45af2328327beb1b93fc,南四区,Place,,
IENT-5790d674d6b65043148c30aa,卢德铭,Person,led,IENT-bef4e11cd05f0d0c25512371,秋收起义,Event,,
IENT-3b2cd4dcd676134ab47cab0f,工农革命军,Organization,member_of,IENT-e232d1bc1635f3864ccb7008,湖北分会,Organization,湖北省,
IENT-160987d9cfceecee8c152f01,张国焘,Person,influenced,IENT-b220f3c1e7595114cf2ab890,曹学楷,Person,,
IENT-61cc8ec9c60293166c0707a1,陈泽南,Person,organized,IENT-39807fa0d0430302b43892f2,红六军,Organization,,1927-08-01
IENT-2d2b48fdd51d6463dbf1b9f8,钱瑛,Person,colleague_of,IENT-49a59fa161d251a214cb1578,张清华,Person,,
IENT-0e1c97390227156afb2c13ab,张联升,Person,fought_at,IENT-ee133e2fa3049357c864e20a,谷城县城,Place,,
IENT-75b37cab478d4655ba1e6b12,杨开慧,Person,worked_at,IENT-6b6da79c174156ad2729628a,清水塘二十二号,Place,,
IENT-f2169215095f94a5c662d499,刘少奇,Person,participated_in,IENT-728e36ab50dcc1925fdc96a9,华中局第一次扩大会议,Event,,1942-01-01
ITOPIC-4b22fe06107698b515a42382,陈树湘断肠明志精神,Spirit,has_value_facet,ITOPIC-07c11f94aada393c781490c6,视死如归,ValueFacet,,
IENT-dd7b749b4217618fcd7efa32,李耘生,Person,led,IENT-1de32a752312edc62186c29e,南京特委,Organization,,
IENT-046bcb6ef13b557456804285,黄洛峰,Person,active_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-1c08de48d6283665b1491b53,姚大年,Person,introduced,IENT-27f4ac7e63daa36195530e3c,刘兆祥,Person,,
IENT-0c0fb711e67b5c8c1367f100,谢初新,Person,active_at,IENT-159ba6baff6fe9bf0f083a56,宝洪乡明月村,Place,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,commanded,IENT-8158ed7e1edf121e41e285ae,龙岗,Event,,
IENT-1f7352faeeeb14ea4c5704c5,中共贵州省委工作团,Organization,active_at,IENT-bea1ac7621e9b4edb157d35c,贵阳市白云区,Place,,
IENT-22ae751f96a05ca9bc7163f2,远安特别区委,Organization,led,IENT-c5bae12f7bb4abc76071e1b7,荆山演剧队,Organization,,
IENT-790097ddd06cf1eb409db325,江干臣,Person,held_position_in,IENT-ea4be5ac67e36693b637da26,临江行政办事处,Organization,,
IENT-6090cd1f9b6f2d67fb32f432,师部,Organization,led,IENT-c153dd885474411c2a5344cd,解放丰都县城,Event,,1945-08-16
IENT-5fa50baf796b94db4db10c1e,谭伦明,Person,active_at,IENTREPAIR-96dc4d6ca3d97d1f71108a07,乐安县,AdministrativeRegion,,
IENT-7c8a6ecdbf5f96f4e7a12498,王德俊,Person,led,IENT-1b2b444e69b743e33645f81f,青年会,Organization,,
IENT-adde70a663ec4e66f9986547,谭影竹,Person,led,IENT-bd8546df96d61cebe8a7329d,常德地方执行委员会,Organization,湖南省,1926-01-01
IENT-b8600f240a693ac75d85783e,召存信,Person,led,IENT-8d58e0ab674cc1b129ddb845,一一四团,Organization,,
IENT-406cd1af2d5a180870050295,凌九皋,Person,collaborated_with,IENT-7296fbd97100c16937a96ecf,刘自诚,Person,,
IENT-f1773623d05b9d5ff9ed65bd,娄本印,Person,responsible_for,IENT-8255470fecd86cb3cd403baf,干校培训班,Event,,
IENT-2c831b42ac06279e8a969620,关英,Person,active_at,IENT-0a9749ce62a6f4f7bc765663,葛洲,Place,,
IENT-d27c96204117af77d3d0442f,黄鸿光,Person,member_of,IENT-a0f4bbd5a2fb8cd033631fbc,赣民主联军第七支队,Organization,,
IENT-dcce14db8dda5559d23724af,宋茂玉,Person,liberated,IENT-cfdf9aaff69d4d9d38d34747,黎平县城,Place,,
IENT-0b02b325c53bef5e1e8e326b,宁远县镇压反革命运动,Event,occurred_at,IENT-d912bc09fa9180dea99b5005,宁远县,Place,,
IENT-37da6d2d815a33535679d72e,白云区党委,Organization,organized,IENT-89c470d1f8e83f8e48eb135f,土改复查运动,Event,,
IENT-520892fec5561a356c2a45ba,傅洁予,Person,active_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-e4fc090ee84ac1561e94898e,职毅,Person,worked_at,IENT-7510da4e3748542698f3a451,土台铁矿,Institution,,
IENT-33e0989adba6d3655299ef2b,王子度,Person,active_at,IENT-55a3b303af5869ed797b85a5,三台,Place,,
IENT-b5859d6aecf6adfe81abb60c,罗炳辉,Person,led,IENT-6c030e4dd77c8660b40f22a7,淮宝战役,Event,,
IENT-b5859d6aecf6adfe81abb60c,罗炳辉,Person,led,IENT-758791ae364f43dd6586d771,红二军,Organization,,
IENT-b6243d769c31cc4d8a75fcbb,林李明,Person,active_at,IENT-f0bc5165b3b6ab6a6ca22ee3,宜良段官村,Place,,
IENT-91c77d5a345baab6f0facfca,王西和烈士,Person,imprisoned_at,IENT-e5b63d558300b2d1239887d2,茅家岭监狱,Place,,
IENT-ba736394bd22918d94426a09,任成政,Person,member_of,IENT-44244d3a6829ae280d8d5371,武定地委,Organization,,
IENT-a13ec29625375d36029367b0,霜耐冬,Person,led,IENT-84e3456596273cdfc825ed92,福贡县人民政府,Organization,,
IENT-bdd97ae2cac385a87e806bac,中共湘区委员会,Organization,dispatched,IENT-74e09a1c7d5c1adca5e234d5,向钧,Person,,
IENT-a6833420f883acdb4863aa57,王叙五,Person,led,IENT-36b950e1b3e44b7332a38ad7,遂蓬地区活动,Event,,
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,collaborated_with,IENT-8327d3a1577b179696fe5125,毛泽东,Person,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,guided,IENT-d416a454f8a7e3a55283b8f1,渡长江战役,Event,,
IENT-02ebaed41db3913fa968b6e5,王圆方,Person,participated_in,IENT-7407a8e604df2edf8cc9f89c,郭村保卫战,Event,,1940-01-01
IENT-73e47a4ebd52851a5af3d910,王震,Person,led,IENT-488a256e2a0a0260d8882dce,十万坪战役,Event,,
IENT-9e6e4c5abc715c7146c4632e,红军第二十五军,Organization,active_at,IENT-eaf74726daf5965fb2b943d6,鄂豫陕革命根据地,Place,,
IENT-24d56483fbadb65154f52b16,郑德霖,Person,organized,IENT-74b0e3d63ff3d16e197251eb,工农革命军游击大队,Organization,,
ITOPIC-47d5f447949d8f8aa1fc295c,西南联大精神,Spirit,has_value_facet,ITOPIC-de1dbbd22a03df1e9f73acd8,教育救国,ValueFacet,,
IENT-8e599f4e7219bf3be1f2684a,王树声,Person,active_at,IENT-a78a4e1c5312345edb5a77b6,木兰山,Place,,
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,participated_in,IENT-6eac6f5b1b6c9c9513f8e7cb,政协会议,Event,,1946-01-01
IENT-c8dba5cc5f84c7f237d8b8fa,五军团,Organization,participated_in,IENT-be2d0b7ca572dcaa69e9c891,金沙江抢渡,Event,,1935-05-01
IENT-c9de7a627fde6724f0e42617,王西堂,Person,active_at,IENT-59e4bdc9b3987b6ada12e267,洋口,Place,,
IENT-32ca6e185c5729d05db39fba,土改工作队,Organization,carried_out,IENT-c66aaf811f36deacbde66e4e,划分阶级成份,Event,,
IENT-bdef768272125a291eeb9cf4,胡明英,Person,worked_at,IENT-dbb8677b57979de0902bd80d,璧山亚洲中学,Institution,,
IENT-f1d4654e970588c71ee8448a,上海工人武装暴动,Event,occurred_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-c967ed48e89e9836615bf45e,肖楚女,Person,led,IENT-ddbe0dcef6033f1de560d5a5,四川平民学社,Organization,四川省,
IENT-10275a66b834d082e71b4938,俞作豫,Person,led,IENT-91373ae6e52e0ed11f52ae58,龙州起义,Event,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,fought_at,IENTREPAIR-ae9eca884b89d98e39cf74dc,桐梓,AdministrativeRegion,,
IENT-80983d466b13fadee0404889,四渡赤水,Event,part_of,IENT-36ace22087da85dcc92768ea,红军长征,Event,,
IENT-cfe60d686a14ead3e5befd00,文宗贵,Person,appointed,IENT-bea18d3258fd0f9567599356,柳传训,Person,,
IENT-c7b299db44693b88d84fc5dd,吴觉,Person,led,IENT-35ff701c2a45de1969a9e1c5,常州解放,Event,江苏省,1949-04-23
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,participated_in,IENT-b606d193a6ab594938e71dd4,六届三中全会,Event,,
IENT-ae4c96abceff7de607b45d27,中江职工运动,Event,occurred_at,IENT-2b55009ad3502b78d177c4ba,万安寺一带,Place,,
IENT-a78e9d1a058c70dd80a41cc7,方克强,Person,arrested_at,IENTREPAIR-29a30883ef0c81c43aa0d89b,镇江,AdministrativeRegion,,
IENT-65a5a3bc61e81118f78eab5a,邢若钴,Person,colleague_of,IENT-275f7a9e34de4eb332cdefa1,魏赞章,Person,,
IENT-6a8ea45fa4278252d967f082,联合办事处,Organization,participated_in,IENT-f124784ef933b6c8d4d9e24f,南昌解放,Event,,
IENT-860ccc0e1112aae56859dbdf,王家烈,Person,opposed,IENT-5f367ca744a93f29000806a6,红军,Organization,,
IENT-4315fb3399c556068fb02c94,卢生育,Person,active_at,IENT-f91294e9d6a8653e89e52605,毕节,Place,,
IENT-b06800f5535e81f2d06eb4e7,谭正位,Person,active_at,IENT-ac99473dccebccf0f00560e6,大庙,Place,,
IENT-bff0e01ea68247b2ff9ba7ea,徐健生,Person,participated_in,IENT-b8f26191e259fbbfd9122047,民众俱乐部,Event,贵州省,
IENT-bbd9471194d76061872f1081,王新亚,Person,participated_in,IENT-bef4e11cd05f0d0c25512371,秋收起义,Event,,
IENT-d229c4819270fba2b7e59201,朱德,Person,participated_in,IENT-29e029b42eb080357730dae8,智取宜章城,Event,,1928-01-12
IENT-398bfa8e40d2d5374c075f39,亢为德,Person,organized,IENT-bd5692adf27eb24971d70ca6,组织抗日游击队,Organization,,
IENT-0b4b1c6e9c1a981e8fc842ef,杜文泽,Person,worked_at,IENT-81b1928f41a9f6b6827d8858,龙驹,Place,,
ITOPIC-c2d80cca604d2821b1b4e8af,护国精神,Spirit,has_value_facet,ITOPIC-57d910ed46294d8f562c0225,坚持正义,ValueFacet,,
IENT-d57bb40e29aa531d835bf4c0,孙玉清,Person,commanded,IENT-ebb7458640d75b78b38a6bc0,三十二团,Organization,,
IENT-230e5629babbfb6f57de40ee,李汝槐,Person,worked_at,IENT-2de6dd139e0b4e199e0f2170,铜梁县,Place,,
IENT-eecd6a11f1f4ebe561cca1bf,田汉,Person,participated_in,IENT-3d4213641b6b1d93d5f295af,左翼文化运动,Event,,
IENT-da9dca1c799250adcdc01975,部队,Organization,supported,IENT-f02a14e55a768e209926fd1f,发动群众,Event,,
IENT-95aa28fbbdbaa8df13010363,董啸嵋,Person,influenced,IENT-719ba6f497c54c22eac1d9d8,滕久光,Person,,
IENT-30b10197358d03f494ad18ce,申维善,Person,participated_in,IENT-ef41df2b13ef586e7500740a,湘南暴动,Event,湖南省,1928-01-01
IENT-339eb964a977465cd4470339,熊雄,Person,participated_in,IENT-6d8f289e9708d99f48395dac,南昌起义,Event,江西省,1927-01-01
IENT-bb4ad9efd8a84888e29a80dc,何功伟,Person,active_at,IENT-3a7c8c52104629d1ef7cac60,湖北省,Place,,
IENT-af322587a36882684193644f,刘建东,Person,member_of,IENT-a6c11ae472ae6782ee14805d,茶园支部,Organization,,
IENT-6598df674ae622d08e5df93b,罗幼云,Person,led,IENT-3bf021ce36f48cf7efca15a1,中共樟树特别支部,Organization,江西省,
IENT-ae974f8a7427c3291a9b02de,赵国徽,Person,member_of,IENT-bc207d5b5986ac5a53d5ce52,中共云南省临工委,Organization,,
IENT-d51e824dbbda5e975cc74bbd,妇女文化促进会,Organization,active_at,IENTREPAIR-6a6b58a1a9a41a8b0aa797b8,南京,AdministrativeRegion,,
IENT-66de432a1ab623614eb28245,李世章,Person,led,IENT-d081d14eed1ab3a761f6a767,贵池县学生联合会,Event,,1924-01-01
IENT-4909310d1de2ae0a59e99906,新四军先遣队,Organization,fought_at,IENT-dd51245eb5abd16a402f30d3,苏皖地区,Place,,
IENT-d17fc4b6647faaed1f4d91b4,江西省第二次代表大会,Event,occurred_at,IENT-a2bb1981dc38e9f99b05d38d,宁都七里坪,Place,,
IENT-2e2527e5a42c08b1f205535b,罗亦农,Person,participated_in,IENT-e0b3dc32e245399f314c1767,鄂南暴动,Event,湖北省,
IENT-4fe4bbd4719ed9936bcc47f3,中国共产党,Organization,led,IENT-ce362f8ae1a54ae304a16ec3,赣州农民运动,Event,,
IENT-a02c2185cfe3001b2d482cd4,新四军苏中部队,Organization,participated_in,IENT-e3d12f8bb1f914cadc06d75b,黄桥战役,Event,江苏省,1937-07-07
IENT-20acafea824076c657fecebf,段玉林,Person,member_of,IENT-bb991b9b603c6c7555ae4530,红三军九师二十五团,Organization,,
IENT-9636c457f336c734f81e7a90,李友梅,Person,participated_in,IENT-f6d8bd054a3bd0841136ca11,新安小学成立,Event,,1929-01-01
IENT-a42ca74ad9e133be6616d489,中国共产党第三次全国代表大会,Event,influenced,IENT-a3a4aac78b629bc3717b69de,国共合作,Event,,
IENT-787ec2fa6c9716907eeb6fc3,赵济刚,Person,liberated,IENTREPAIR-1864ed0dcd2280746b496554,巴中,AdministrativeRegion,,
IENT-7a0b61af8c43b9777231976f,师宗护乡独立团,Organization,organized,IENT-239fe28aa9b5a0d5ac2b1f49,平彝游击队,Organization,,
IENT-d599849516eeaa09cc3220e8,钱瑛,Person,led,IENT-5215cb477ba5730279c01519,鄂西特委会议,Event,,
IENT-7cc848ac8c0a9c535aa72bc1,时来亮,Person,collaborated_with,IENT-8bb1d4b00f58cea0c8cf4bc2,排副,Person,,
IENT-75ed7d895489a8b5df764407,李曜九,Person,worked_at,IENT-54a15b8399c3bab951e9302d,泸西师范学校,Institution,,
IENT-9222b0489478c25420f68583,孟基厚,Person,active_at,IENT-df17619cb1cda26bff7f2fde,渭溪,Place,,
IENT-8f2755d1b3c98dec80ceb7d3,红七军,Organization,traveled_to,IENTREPAIR-0e6970ff902ae5ccdba5fcba,江西,AdministrativeRegion,,
IENT-960af8a0aeff40b589965f20,赵慕屏,Person,influenced,IENT-bff70b50371fb85cbf3b9bb3,王必光,Person,,
IENT-58a1093abd719491f622473a,王绍清,Person,active_at,IENT-7b48baf2be4f247b9c0cfbfe,兴仁,Place,,
IENT-fb1050bca7967cc2223ab2ec,中共中央华南分局,Organization,contacted,IENT-186b579d15a786907825c13b,宋一痕,Person,,
IENT-7e853494d5746167c6aff55a,寻淮洲,Person,commanded,IENT-1a723d3d1f4840edb0a2d4fa,十九师,Organization,,
ITOPIC-4d524560316ed4ce3c42f112,武汉抗战精神,Spirit,has_value_facet,ITOPIC-7c316d07fe1c01a0bb9c45be,同仇敌忾,ValueFacet,,
IENT-93862f932785a4034b73d5cb,张林鹏,Person,stationed_at,IENT-3c2c482369f4d4f8eeee9a2d,马龙县,Place,,
ITOPIC-56499339d62c9375eff42cc8,南堡精神,Spirit,has_value_facet,ITOPIC-affc739b0434a33cd88b9889,艰苦奋斗,ValueFacet,,
